Company,Address,Mailing City,State,Zip Code,Last Name,First Name,Phone Number Combined,Primary SIC Code Description,Location Sales Volume Range,SIC Code 1 ,SIC Code Description 1,Lead Status
J R Carnahan Insurance,601 Embassy Oaks,San Antonio,TX,78216,,,(210) 587-6968,Insurance,"$500,000-1 Million",6411-12,Insurance,
Jackson & Tonick Insurance,1950 NE Loop 410,San Antonio,TX,78217,,,(210) 822-8153,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Jackson, Jayme Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Jackson,Jayme,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Jackson, Kimberly Agt",6300 Bridge Point Pkwy # 3-5,Austin,TX,78730,Jackson,Kimberly,(512) 339-4441,Insurance,"Less Than $500,000",6411-12,Insurance,
"Jackson, Pamela Agt",227 N Loop 1604 E # 200,San Antonio,TX,78232,Jackson,Pamela,(210) 482-4207,Insurance,"Less Than $500,000",6411-12,Insurance,
"Jackson, Petra Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Jackson,Petra,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Jackson, Tanya Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Jackson,Tanya,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Jaeger, John Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Jaeger,John,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Jaeger, Sandra Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Jaeger,Sandra,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Jaime Luna State Farm,9719 Poteet Jourdanton Fwy # 1,San Antonio,TX,78211,Luna,Jaime,(210) 927-5862,Insurance,"Less Than $500,000",6411-12,Insurance,
James Brann Insurance,4515 Fredericksburg Rd # 8,San Antonio,TX,78201,Brann Iii,James M,(210) 599-2582,Insurance,"$500,000-1 Million",6411-12,Insurance,
James Villareal Insurance,7272 Wurzbach Rd # 106,San Antonio,TX,78240,Villareal,James,(210) 615-7091,Insurance,"$500,000-1 Million",6411-12,Insurance,
"James, Joseph Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,James,Joseph,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Janaki, Sathesh Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Janaki,Sathesh,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Jaramillo, Erica Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Jaramillo,Erica,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Jasso Garcia Soto LLC,5503 Grissom Rd,San Antonio,TX,78238,Soto,Jasso G,(210) 334-0834,Insurance,"$500,000-1 Million",6411-12,Insurance,
Javier Reyes Insurance,1723 Amistad Way,Austin,TX,78750,Reyes,Javier,(512) 401-2100,Insurance,"Less Than $500,000",6411-12,Insurance,
Jay Crawford Agency Inc,3205 Mcelroy Dr,Austin,TX,78757,Crawford,Jay,(512) 328-2121,Insurance,"Less Than $500,000",6411-12,Insurance,
Jeff Ellis State Farm,16350 Blanco Rd # 115,San Antonio,TX,78232,Ellis,Jeff,(210) 641-7711,Insurance,"Less Than $500,000",6411-12,Insurance,
Jeff Felger Insurance Agency,1705 S Capital Of TX Hwy # 300,Austin,TX,78746,Felger,Jeff,(512) 222-5301,Insurance,"Less Than $500,000",6411-12,Insurance,
Jeff Felger Insurance Agency,1705 S Captl TX Hwy # 300,Austin,TX,78746,Felger,Jeff,(512) 250-2334,Insurance,"$500,000-1 Million",6411-12,Insurance,
Jeffers Insurance,100 NE Loop 410 # 1250,San Antonio,TX,78216,Jeffers,Doug,(210) 490-0770,Insurance,$1-2.5 Million,6411-12,Insurance,
"Jeffery, Jim Agt",PO Box 1600,San Antonio,TX,78296,Jeffery,Jim,(210) 220-4789,Insurance,"Less Than $500,000",6411-12,Insurance,
Jeffrey B Clark Insurance,12604 Oro Valley Cv,Austin,TX,78729,Clark,Jeffrey B,(512) 241-1584,Insurance,"Less Than $500,000",6411-12,Insurance,
Jeffrey W Hawley Insurance,16845 Blanco Rd # 109,San Antonio,TX,78232,Hawley,Jeffery,(210) 408-8337,Insurance,"$500,000-1 Million",6411-12,Insurance,
Jerome Crayton State Farm,103 Adobe Dr,San Antonio,TX,78213,,,(210) 341-4176,Insurance,"$500,000-1 Million",6411-12,Insurance,
Jerry Comegys Insurance Agency,8850 Business Park Dr # 100,Austin,TX,78759,Comegys,Jerry,(512) 346-7760,Insurance,"Less Than $500,000",6411-12,Insurance,
Jerry J Beauchamp Insurance,8948 US Highway 87 E # 1,San Antonio,TX,78263,Beauchamp,Jerry J,(210) 333-7591,Insurance,"$500,000-1 Million",6411-12,Insurance,
Jerry Jordan Insurance,18602 Rogers Lk,San Antonio,TX,78258,Jordan,Thomas J,(210) 530-9600,Insurance,"Less Than $500,000",6411-12,Insurance,
Jerry Reider & Assoc,25550 Boerne Stage Rd # 55,San Antonio,TX,78255,Reider,Jerry,(210) 614-3945,Insurance,"$500,000-1 Million",6411-12,Insurance,
Jesse Trevino Insurance,5835 Callaghan Rd # 320,San Antonio,TX,78228,Trevino,Jesse,(210) 521-8803,Insurance,$1-2.5 Million,6411-12,Insurance,
Jessie Mc Conchie Agency,3698 Ranch Road 620 S,Austin,TX,78738,,,(512) 263-0090,Insurance,"Less Than $500,000",6411-12,Insurance,
Jesus Gonzalez Insurance,5307 W Highway 290,Austin,TX,78735,Gonzalez,Jesus,(512) 373-3235,Insurance,"$500,000-1 Million",6411-12,Insurance,
Jesus Gonzalez Insurance Agcy,4807 West Ave # 101,San Antonio,TX,78213,,,(210) 858-0859,Insurance,"$500,000-1 Million",6411-12,Insurance,
Jesus Gonzalez Insurance Agcy,4807 West Ave # 101,San Antonio,TX,78213,Gonzalez,J,(210) 858-0859,Insurance,"Less Than $500,000",6411-12,Insurance,
"Jeter, Richard Agt",2161 NW Military Hwy # 210,San Antonio,TX,78213,Jeter,Richard,(210) 647-0134,Insurance,"Less Than $500,000",6411-12,Insurance,
"Jetha, Mahmud Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Jetha,Mahmud,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Jewell, Olivia Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Jewell,Olivia,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
JI Special Risks Insurance,10535 Boyer Blvd # 100,Austin,TX,78758,Fey,Francis,(512) 346-0219,Insurance-Plan Administrators,$10-20 Million,6411-12,Insurance,
Jim Boldin Insurance,3921 Steck Ave # A107,Austin,TX,78759,,,(512) 346-6570,Insurance,"$500,000-1 Million",6411-12,Insurance,
Jim Boren-Allstate Agent,16845 Blanco Rd # 102b,San Antonio,TX,78232,Boren,Jim,(210) 492-5744,Insurance,"Less Than $500,000",6411-12,Insurance,
Jim Smith Agency,25604 Echo Terrace St,San Antonio,TX,78260,,,(210) 497-2142,Insurance,"Less Than $500,000",6411-12,Insurance,
"Jimenez, Serena Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Jimenez,Serena,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Jimerson, Nachuna Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Jimerson,Nachuna,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Jimmy Lee Realty Investments,801 Westwood Dr,San Antonio,TX,78212,Lee,Jimmy,(210) 733-9924,Insurance Agents Brokers & Service,"Less Than $500,000",6411-98,Insurance Agents Brokers & Service,
Jm Rowley Insurance Agency Inc,6805 Guadalupe St,Austin,TX,78752,Rowley,Kenneth,(512) 454-6655,Insurance,$1-2.5 Million,6411-12,Insurance,
JMJ Benefits LLC,2201 N Lamar Blvd # A,Austin,TX,78705,Jones,Jeffrey,(512) 419-1967,Employee Benefit Consultants,$1-2.5 Million,6411-12,Insurance,
JMS Benefit Solutions,1919 Oakwell Farms Pkwy # 245,San Antonio,TX,78218,Skinner,James,(210) 822-4770,Insurance,"$500,000-1 Million",6411-12,Insurance,
Joe Ashcraft Insurance,9033 Aero St # 100,San Antonio,TX,78217,Ashcraft,Joe T,(210) 824-9995,Insurance,"$500,000-1 Million",6411-12,Insurance,
Joe Cadena-Allstate Agent,6303 Wurzbach Rd,San Antonio,TX,78240,Cadena,Joe,(210) 521-7914,Insurance,"Less Than $500,000",6411-12,Insurance,
John A Barclay Agency Inc,8701 Shoal Creek Blvd # 201,Austin,TX,78757,Bourne Beck,Janis,(512) 476-6566,Insurance,"Less Than $500,000",6411-12,Insurance,
John Alden Life Ins Co Northst,6800 Park Ten Blvd # 111n,San Antonio,TX,78213,,,(210) 734-0854,Insurance,"Less Than $500,000",6411-12,Insurance,
John Bezdek Insurance,PO Box 782106,San Antonio,TX,78230,Bezdek,John,(210) 479-3333,Insurance,"Less Than $500,000",6411-12,Insurance,
John Fagan Inusrance Agency,100 S 12th,Austin,TX,78728,Fagan,John,(512) 251-5775,Insurance,"Less Than $500,000",6411-12,Insurance,
John Hancock Life Insurance Co,2622 Rogers Frk,San Antonio,TX,78258,Demchsak,John G,(210) 764-8179,Insurance,"Less Than $500,000",6411-12,Insurance,
John KNOX Ins Agency,5632 Oak Blvd,Austin,TX,78735,Knox,John,(512) 358-7252,Insurance,"$500,000-1 Million",6411-12,Insurance,
John L Wortham & Son LP,PO Box 795008,San Antonio,TX,78279,Barnes,J Burton,(210) 223-9171,Insurance,"Less Than $500,000",6411-12,Insurance,
John L Wortham & Son LP,131 Interpark Blvd,San Antonio,TX,78216,Hollimon,Charley,(210) 223-9171,Insurance,"Less Than $500,000",6411-12,Insurance,
John L Wortham & Son LP,131 Interpark Blvd,San Antonio,TX,78216,Haff,Jennifer,(210) 223-9171,Insurance,"Less Than $500,000",6411-12,Insurance,
John M Bellamy-Nationwide,2315 Riddle Rd,Austin,TX,78748,Bellamy,John,(512) 280-5123,Insurance,"$500,000-1 Million",6411-12,Insurance,
John Murphy Agency Inc,15424 Whistling Straits Dr,Austin,TX,78717,,,(512) 310-2998,Insurance,"Less Than $500,000",6411-12,Insurance,
John Murphy-Allstate Agent,13740 N Highway 183 # A1,Austin,TX,78750,Murphy,John,(512) 836-1231,Insurance,"$500,000-1 Million",6411-12,Insurance,
John W French Insurance,3616 Far West Blvd # 117,Austin,TX,78731,,,(512) 241-1229,Insurance,"Less Than $500,000",6411-12,Insurance,
Johnson Aguilar Insurance Agcy,12111 Manchaca Rd # B,Austin,TX,78748,Johnson,Maria,(512) 291-0987,Insurance,"$500,000-1 Million",6411-12,Insurance,
Johnson Insurance Group,20079 Stone Oak Pkwy # 1265,San Antonio,TX,78258,Johnson,Jerromy,(210) 497-3847,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Johnson, Guy Agt",11200 Jollyville Rd,Austin,TX,78759,Johnson,Guy,(512) 338-1191,Insurance,"Less Than $500,000",6411-12,Insurance,
"Johnson, Kahmia Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Johnson,Kahmia,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Johnson, Kemah Agt",9800 Fredericksburg Rd # 2101,San Antonio,TX,78288,Johnson,Kemah,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Johnson, Monique Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Johnson,Monique,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Johnson, Rachel Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Johnson,Rachel,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Johnson, Sherita Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Johnson,Sherita,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Johnston, Carol Agt",112 E Pecan St # 1500,San Antonio,TX,78205,Johnston,Carol,(210) 271-6111,Insurance,"Less Than $500,000",6411-12,Insurance,
Jones Bloodstock Ins Agcy,PO Box 1434,San Antonio,TX,78295,Jones,W B,(979) 480-9834,Insurance,"Less Than $500,000",6411-12,Insurance,
Jones Bloodstock Insurance,3102 Eisenhauer Rd # D28,San Antonio,TX,78209,Jones,W B,(210) 271-9834,Insurance,"Less Than $500,000",6411-12,Insurance,
"Jones, Derek Agt",401 Congress Ave # 1900,Austin,TX,78701,Jones,Derek,(512) 469-3430,Insurance,"Less Than $500,000",6411-12,Insurance,
"Jones, Ladonna Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Jones,Ladonna,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Jones, Robert L Agt",8000 Interstate 10,San Antonio,TX,78216,Jones,Robert L,(210) 366-1020,Insurance,"Less Than $500,000",6411-12,Insurance,
"Jordan, Bruce E",1100 NW Loop 410 # 700-108,San Antonio,TX,78213,Jordan,Bruce E,(210) 789-0542,Attorneys,"Less Than $500,000",6411-12,Insurance,
Jose Lujan,1416 Goliad Rd # A,San Antonio,TX,78223,Saenz,Martin,(210) 534-6124,Insurance,"Less Than $500,000",6411-12,Insurance,
Jose Lujan,1416 Goliad Rd # A,San Antonio,TX,78223,Martinez,Monica,(210) 534-6124,Insurance,"Less Than $500,000",6411-12,Insurance,
Joseph A Acker Agency,118 Broadway St # 218,San Antonio,TX,78205,Acker,Joseph A,(210) 223-1700,Insurance,"Less Than $500,000",6411-12,Insurance,
Joseph KANE Agency,9500 Arboretum Blvd # 170,Austin,TX,78759,Kane,Joseph,(512) 345-2734,Insurance,$5-10 Million,6411-12,Insurance,
Josie T Perez Insurance,660 SW Military Dr # O,San Antonio,TX,78221,Gomez,Annette,(210) 923-6557,Insurance,"Less Than $500,000",6411-12,Insurance,
Josie T Perez Insurance,660 SW Military Dr # O,San Antonio,TX,78221,Perez,Josie T,(210) 923-6557,Insurance,"Less Than $500,000",6411-12,Insurance,
"Joyner, Opal Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Joyner,Opal,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
JSB Insurance,120 E Basse Rd # 101,San Antonio,TX,78209,Saenz,Sam,(210) 832-9000,Insurance,"$500,000-1 Million",6411-12,Insurance,
Jsb Insurance Agency,120 E Basse Rd # 101,San Antonio,TX,78209,,,(210) 832-9000,Insurance,"$500,000-1 Million",6411-12,Insurance,
JTD Insurance,3730 NW Loop 410,San Antonio,TX,78229,,,(210) 267-2521,Insurance,"$500,000-1 Million",6411-12,Insurance,
Juan Vargas Insurance,1006 Donaldson Ave,San Antonio,TX,78228,,,(210) 569-0389,Insurance,"$500,000-1 Million",6411-12,Insurance,
Juan Vargas Insurance,1006 Donaldson Ave,San Antonio,TX,78228,Vargas,J,(210) 569-0389,Insurance,"Less Than $500,000",6411-12,Insurance,
Jubilee Insurance,1777 NE Loop 410 # 1200,San Antonio,TX,78217,,,(210) 231-0713,Insurance,"$500,000-1 Million",6411-12,Insurance,
Judyth Whiting Insurance Svc,1901 NW Military Hwy # 106,San Antonio,TX,78213,Whiting,Judyth,(210) 349-9181,Insurance,"Less Than $500,000",6411-12,Insurance,
"Juliana, Dominic Agt",6200 Bridge Point Pkwy # 400,Austin,TX,78730,Juliana,Dominic,(512) 703-5555,Insurance,"Less Than $500,000",6411-12,Insurance,
"Jumper, Korrina Agt",2110a Boca Raton Dr # 203,Austin,TX,78747,Jumper,Korrina,(512) 899-2151,Insurance,"Less Than $500,000",6411-12,Insurance,
"Jurado, Jorge Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Jurado,Jorge,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Jurgemeyer, Jeffrey Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Jurgemeyer,Jeffrey,(210) 282-4758,Insurance,"Less Than $500,000",6411-12,Insurance,
K & S Insurance Svc,PO Box 700467,San Antonio,TX,78217,Willingham,Kira,(210) 491-0036,Insurance,"Less Than $500,000",6411-12,Insurance,
Kaarlsen Financial Strategies,7800 W Interstate 10 # 610,San Antonio,TX,78230,Kaarlsen,Bryan,(210) 490-7707,Insurance,"Less Than $500,000",6411-12,Insurance,
Kahn Insurance,11782 Jollyville Rd,Austin,TX,78759,Long,Jerry,(512) 219-4001,Insurance,"Less Than $500,000",6411-12,Insurance,
Kaliff Insurance,1250 NE Loop 410 # 630,San Antonio,TX,78209,Kaliff,Mitchell,(210) 829-7635,Insurance,$2.5-5 Million,6411-12,Insurance,
Kaliff Insurance,PO Box 171225,San Antonio,TX,78217,,,(210) 829-7634,Insurance,"$500,000-1 Million",6411-12,Insurance,
Kansas City Life Insurance Co,10715 Gulfdale St,San Antonio,TX,78216,,,(210) 524-1052,Insurance,"$500,000-1 Million",6411-12,Insurance,
Kansas City Life Insurance Co,14615 San Pedro Ave,San Antonio,TX,78232,,,(210) 496-7561,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Kasprzyk, David Agt",5929 Balcones Dr # 301,Austin,TX,78731,Kasprzyk,David,(512) 467-7299,Insurance,"Less Than $500,000",6411-12,Insurance,
Katie Insurance,9310 Broadway St # 2-103,San Antonio,TX,78217,Kay,Heather,(210) 822-1017,Insurance,"Less Than $500,000",6411-12,Insurance,
Kaufman & Broad Of Austin,10800 Pecan Park Blvd,Austin,TX,78750,,,(512) 835-4107,Insurance,"Less Than $500,000",6411-12,Insurance,
"Kay, Al Agt",1739 Citadel Plz,San Antonio,TX,78209,Kay,Al,(210) 821-5080,Insurance,"Less Than $500,000",6411-12,Insurance,
KEEPINGAUSTININSURED.COM,,Austin,TX,78704,,,(512) 462-2655,Insurance,"$500,000-1 Million",6411-12,Insurance,
Kelly Honeycutt & Price,8207 Callaghan Rd # 240,San Antonio,TX,78230,Price,Barbara,(210) 341-4488,Insurance,"Less Than $500,000",6411-12,Insurance,
Kelly Insurance Svc,3424 SW Military Dr # 608,San Antonio,TX,78211,Mendoza,Danny,(210) 921-0199,Insurance,"Less Than $500,000",6411-12,Insurance,
"Kemp, Hal Agt",4600 Spicewood Springs Rd #101,Austin,TX,78759,Kemp,Hal,(512) 238-6100,Insurance,"Less Than $500,000",6411-12,Insurance,
"Kendall, Destiny Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Kendall,Destiny,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Kendrick Insurance Svc PC,2338 N Loop 1604 W,San Antonio,TX,78248,Yaun,Dale,(210) 718-9700,Insurance-Property & Casualty,$2.5-5 Million,6331-01,Insurance-Property & Casualty,
"Kendrick, Eric Agt",701 Brazos St # 500,Austin,TX,78701,Kendrick,Eric,(512) 346-8000,Insurance,"Less Than $500,000",6411-12,Insurance,
Kent Babb Assoc,PO Box 162601,Austin,TX,78716,Babb,Kent,(512) 499-0344,Insurance,"Less Than $500,000",6411-12,Insurance,
"Ketchum, James Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Ketchum,James,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Key Service Group Inc,9412 Hunters Trce,Austin,TX,78758,Key,Jerry,(512) 836-5780,Insurance,"Less Than $500,000",6411-12,Insurance,
Keystone Insurance Svc Inc,PO Box 9127,Austin,TX,78766,,,(512) 257-8000,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Killey, Lyle Agt",113 Grant Cannon Ln,Austin,TX,78738,Killey,Lyle,(512) 608-0500,Insurance,"Less Than $500,000",6411-12,Insurance,
"Killingsworth, Jonathan Agt",3508 Far West Blvd # 250,Austin,TX,78731,Killingsworth,Jonathan,(512) 476-6392,Insurance,"Less Than $500,000",6411-12,Insurance,
"King Jr, Davidmr Agt",1818 S New Braunfels Ave # 2,San Antonio,TX,78210,King Jr,Davidmr,(210) 532-9733,Insurance,"Less Than $500,000",6411-12,Insurance,
Kiselis Brokerage Svc Inc,70 NE Loop 410,San Antonio,TX,78216,Carolin,Mark,(210) 341-7909,Insurance,"$500,000-1 Million",6411-12,Insurance,
Klein Co,13110 Hunters Brook St,San Antonio,TX,78230,Klein,Larry H,(210) 366-3535,Insurance,"Less Than $500,000",6411-12,Insurance,
Knight Oberholtzer & Assoc,8602 Crownhill Blvd # 102,San Antonio,TX,78209,Gibson,Lawrence,(210) 824-0319,Insurance,"Less Than $500,000",6411-12,Insurance,
Knight Oberholtzer & Assoc,8602 Crownhill Blvd # 102,San Antonio,TX,78209,Knight,Kingsley,(210) 824-0319,Insurance,"$500,000-1 Million",6411-12,Insurance,
Knights Of Columbus Insurance,7400 Blanco Rd # 262,San Antonio,TX,78216,Rivera,Lorenzo,(210) 340-1100,Insurance,"Less Than $500,000",6411-12,Insurance,
"Knob, Johanna Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Knob,Johanna,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Knowles, William Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Knowles,William,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
KNOX John Insurance LLC,,Austin,TX,78735,,,(512) 358-7242,Insurance,"$500,000-1 Million",6411-12,Insurance,
Koehler Insurance,1828 Grandstand Dr,San Antonio,TX,78238,Koehler,Carol,(210) 695-6555,Insurance,"$500,000-1 Million",6411-12,Insurance,
Koehler-Barton Insurance,,Austin,TX,78702,,,(512) 600-8297,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Kostun, Michelle",11782 Jollyville Rd,Austin,TX,78759,Kostun,Michelle,(512) 219-4052,Attorneys,"Less Than $500,000",6411-12,Insurance,
"Kowalik, Lori Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Kowalik,Lori,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"KRAY, Janie Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Kray,Janie,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Kris Billy Insurance,3100 W Slaughter Ln # 104,Austin,TX,78748,Billy,Kris,(512) 292-3650,Insurance,$1-2.5 Million,6411-12,Insurance,
Kristine Jahanbin Insurance,14205 N MO Pac Expy # 120,Austin,TX,78728,,,(512) 252-3939,Insurance,"Less Than $500,000",6411-12,Insurance,
KRM,2318 NW Military Hwy # 205,San Antonio,TX,78231,,,(210) 366-2540,Insurance,"Less Than $500,000",6411-12,Insurance,
"Krueger, Jenny Agt",2023 Denton Dr,Austin,TX,78758,Krueger,Jenny,(512) 297-1456,Insurance,"Less Than $500,000",6411-12,Insurance,
"Kuharski, Scott Agt",8500 Bluffstone Cv # B202,Austin,TX,78759,Kuharski,Scott,(512) 970-7674,Insurance,"Less Than $500,000",6411-12,Insurance,
Kuykendall Insurance,660 SW Military Dr # W,San Antonio,TX,78221,Kuykendall,Roger,(210) 922-6335,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Kuznieski, Nancy Agt",2312 Wstrn Trls Blvd # 102b,Austin,TX,78745,Kuznieski,Nancy,(512) 292-9049,Insurance,"Less Than $500,000",6411-12,Insurance,
"Kwiecien, Victoria Agt",1243 White Pine St,San Antonio,TX,78232,Kwiecien,Victoria,(210) 341-7100,Insurance,"Less Than $500,000",6411-12,Insurance,
"KWIK, Natasha Agt",9830 Colonnade Blvd # 400,San Antonio,TX,78230,Kwik,Natasha,(210) 735-2048,Insurance,"Less Than $500,000",6411-12,Insurance,
L & A Insurance,5513 Fm 78,San Antonio,TX,78219,Longoria,Claudia,(210) 267-5452,Insurance,"Less Than $500,000",6411-12,Insurance,
L A Insurance,828 SW Military Dr,San Antonio,TX,78221,Leija,Bernice,(210) 932-3333,Insurance,"Less Than $500,000",6411-12,Insurance,
"Lacourt, Gwenda Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Lacourt,Gwenda,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
